"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G234406","?","Transcription factors","?","?","PS00038",6,"METABOLISM"
"G234406","?","Transcription factors","?","?","PS00038",6,"TRANSCRIPTION"
"G234413","Non-Essential","Protein Kinases","Casein kinase","?","PS01101",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234413","Non-Essential","Protein Kinases","Casein kinase","?","PS01101",7,"TRANSCRIPTION"
"G234415","Essential","ATPases","Proteasome","Cell cycle defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234415","Essential","ATPases","Proteasome","Cell cycle defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234415","Essential","ATPases","Proteasome","Cell cycle defects","?",7,"PROTEIN DESTINATION"
"G234415","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234415","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234415","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","?",7,"PROTEIN DESTINATION"
"G234415","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234415","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234415","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","?",7,"PROTEIN DESTINATION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Conditional phenotypes","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Conditional phenotypes","?",7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Conditional phenotypes","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Conditional phenotypes","?",7,"PROTEIN DESTINATION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Conditional phenotypes","?",7,"TRANSCRIPTION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Nucleic acid metabolism defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Nucleic acid metabolism defects","?",7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Nucleic acid metabolism defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Nucleic acid metabolism defects","?",7,"PROTEIN DESTINATION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Nucleic acid metabolism defects","?",7,"TRANSCRIPTION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Sensitivity to antibiotics","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Sensitivity to antibiotics","?",7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Sensitivity to antibiotics","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Sensitivity to antibiotics","?",7,"PROTEIN DESTINATION"
"G234416","Non-Essential","Ubiquitin-system proteins","?","Sensitivity to antibiotics","?",7,"TRANSCRIPTION"
"G234418","Non-Essential","Transcription factors","?","Cell morphology and organelle mutants","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234418","Non-Essential","Transcription factors","?","Cell morphology and organelle mutants","?",7,"IONIC HOMEOSTASIS"
"G234418","Non-Essential","Transcription factors","?","Cell morphology and organelle mutants","?",7,"TRANSCRIPTION"
"G234418","Non-Essential","Transcription factors","?","Mating and sporulation defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234418","Non-Essential","Transcription factors","?","Mating and sporulation defects","?",7,"IONIC HOMEOSTASIS"
"G234418","Non-Essential","Transcription factors","?","Mating and sporulation defects","?",7,"TRANSCRIPTION"
"G234418","Non-Essential","Transcription factors","?","Stress response defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234418","Non-Essential","Transcription factors","?","Stress response defects","?",7,"IONIC HOMEOSTASIS"
"G234418","Non-Essential","Transcription factors","?","Stress response defects","?",7,"TRANSCRIPTION"
"G234427","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234427","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","?","?",7,"TRANSCRIPTION"
"G234429","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234429","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234429","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234430","Non-Essential","Transcription factors","?","?","PS01119",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234430","Non-Essential","Transcription factors","?","?","PS01119",7,"IONIC HOMEOSTASIS"
"G234430","Non-Essential","Transcription factors","?","?","PS01119",7,"TRANSCRIPTION"
"G234437","?","Transcription factors","?","?","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234437","?","Transcription factors","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234437","?","Transcription factors","?","?","?",7,"TRANSCRIPTION"
"G234444","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","?","PS00686",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234444","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","?","PS00686",7,"TRANSCRIPTION"
"G234445","Non-Essential","Transcription factors","?","?","PS00028",7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234445","Non-Essential","Transcription factors","?","?","PS00028",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234445","Non-Essential","Transcription factors","?","?","PS00028",7,"METABOLISM"
"G234445","Non-Essential","Transcription factors","?","?","PS00028",7,"TRANSCRIPTION"
"G234446","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234446","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","?","?",7,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234446","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","?","?",7,"IONIC HOMEOSTASIS"
"G234446","Non-Essential","ATPases","H+-transporting ATPase, vacuolar","?","?",7,"TRANSPORT FACILITATION"
"G234448","Non-Essential","Protein Kinases","?","?","PS00107",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234448","Non-Essential","Protein Kinases","?","?","PS00107",7,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234448","Non-Essential","Protein Kinases","?","?","PS00107",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234448","Non-Essential","Protein Kinases","?","?","PS00108",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234448","Non-Essential","Protein Kinases","?","?","PS00108",7,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234448","Non-Essential","Protein Kinases","?","?","PS00108",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234452","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Sensitivity to aminoacid analogs and other drugs","PS00044",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234452","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Sensitivity to aminoacid analogs and other drugs","PS00044",7,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234452","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Sensitivity to aminoacid analogs and other drugs","PS00044",7,"METABOLISM"
"G234452","Non-Essential","Major facilitator superfamily proteins (MFS)","?","Sensitivity to aminoacid analogs and other drugs","PS00044",7,"TRANSPORT FACILITATION"
"G234455","Non-Essential","Protein Kinases","Cytoskeleton","Cell morphology and organelle mutants","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234455","Non-Essential","Protein Kinases","Cytoskeleton","Cell morphology and organelle mutants","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234458","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234458","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","?",7,"TRANSCRIPTION"
"G234465","Non-Essential","GTP-binding proteins","?","Cell morphology and organelle mutants","PS00017",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234465","Non-Essential","GTP-binding proteins","?","Cell morphology and organelle mutants","PS00017",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234465","Non-Essential","GTP-binding proteins","?","Cell morphology and organelle mutants","PS00294",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234465","Non-Essential","GTP-binding proteins","?","Cell morphology and organelle mutants","PS00294",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234468","Non-Essential","Ubiquitin-system proteins","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234468","Non-Essential","Ubiquitin-system proteins","?","?","?",7,"PROTEIN DESTINATION"
"G234469","?","Protein Kinases","?","Cell morphology and organelle mutants","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234469","?","Protein Kinases","?","Cell morphology and organelle mutants","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234486","Non-Essential","Transcription factors","?","?","?",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234486","Non-Essential","Transcription factors","?","?","?",8,"TRANSCRIPTION"
"G234495","Essential","GTP-binding proteins","?","Mating and sporulation defects","PS00017",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234495","Essential","GTP-binding proteins","?","Mating and sporulation defects","PS00017",8,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234495","Essential","GTP-binding proteins","?","Mating and sporulation defects","PS00017",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017",8,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017",8,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Conditional phenotypes","PS00017",8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Conditional phenotypes","PS00017",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234497","Non-Essential","Motorproteins","Cytoskeleton","Conditional phenotypes","PS00017",8,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","?",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","?",8,"TRANSCRIPTION"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","?",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","?",8,"TRANSCRIPTION"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234505","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",8,"TRANSCRIPTION"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00017",8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00017",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00017",8,"PROTEIN DESTINATION"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00170",8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00170",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234509","Non-Essential","Peptidyl-Prolyl-Isomerases","?","Conditional phenotypes","PS00170",8,"PROTEIN DESTINATION"
"G234513","Non-Essential","Protein Kinases","?","?","PS00013",8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G234513","Non-Essential","Protein Kinases","?","?","PS00013",8,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G234513","Non-Essential","Protein Kinases","?","?","PS00013",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234513","Non-Essential","Protein Kinases","?","?","PS00013",8,"METABOLISM"
"G234516","Non-Essential","Major facilitator superfamily proteins (MFS)","?","?","PS00216",8,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G234516","Non-Essential","Major facilitator superfamily proteins (MFS)","?","?","PS00216",8,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
